Category: All categories

Region,Heineken: (6/6/21 - 6/7/21)
Wyoming,100
Alaska,44
Maine,44
Arkansas,35
Maryland,22
Arizona,6
Indiana,5
Virginia,5
New Jersey,5
Ohio,5
Connecticut,4
Pennsylvania,4
Washington,4
Massachusetts,4
New York,4
Illinois,3
Georgia,3
Florida,2
Texas,2
California,1
Montana,
Mississippi,
Michigan,
Minnesota,
Missouri,
Alabama,
Kentucky,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
Kansas,
New Mexico,
Nevada,
Idaho,
Iowa,
Oklahoma,
Oregon,
Hawaii,
Rhode Island,
South Carolina,
South Dakota,
Tennessee,
Delaware,
Utah,
District of Columbia,
Vermont,
Colorado,
Wisconsin,
West Virginia,
Louisiana,
